,ResponseId,Q12.6,Q12.6_corrected,city
6597,R_D95Jz1O8Wrur5df,"Rent control, and some other factors that ar3 relevant to me","Rent control, and some other factors that are relevant to me",New York
6598,R_1IZxcXhEBi2GmX7,I favor the ones with rent control ,I favor the ones with rent control ,New York
6599,R_8eTPYm1cTRHQAff,Thanks very much,Thanks very much,New York
6600,R_2ypVIrY2CPGbV9N,,,New York
6601,R_3gYGovrtzfSy7Ly,"I believe in rent control or no large rent increases pervyear, I believe population density should nit be increased by more than 50% and I believe in muxed use, wuth apartments and small local  businesses ","I believe in rent control or no large rent increases per year, I believe population density should not be increased by more than 50% and I believe in mixed use, with apartments and small local  businesses ",New York
6602,R_3m8d01bc33yet3P,I would like to accept the proposal ,I would like to accept the proposal ,New York
6603,R_DkQOH3LM4EEBtHX,Because it leads to development of an aere bringing forth job opportunities and infrastructures,Because it leads to development of an area bringing forth job opportunities and infrastructures,New York
6604,R_3fvLBtyPwoZbj5V,"limit raising rent for more affordable, both apt and business is better for community,more denseified creates more places to live in same area.","limit raising rent for more affordable, both apartment and business is better for community, more densified creates more places to live in same area.",New York
6605,R_27eqJGNwJmXlf8w,Nothing ,Nothing ,New York
6606,R_eXxtVTnFLvypwpH,Basically I was more onto the party that benefited or rather involved the community,Basically I was more into the party that benefited or rather involved the community,New York
6607,R_3Ddp7vzhA0wSDY9,I feel that more people come into the community will be better for our family and children community,I feel that more people come into the community will be better for our family and children community,New York
6608,R_2bIVYxjQ1TIWMC4,Against density increase of population,Against density increase of population,New York
6609,R_10C2amnqqcZVdFu,better for the community,better for the community,New York
6610,R_11aOdvVayp9ZdqH,I liked myself a lot in general,,New York
6611,R_3G717wHvB6xsJGD,is very good,is very good,New York
6612,R_2ZNy8CoisUxBUhU,I don't trust international investors ,I don't trust international investors ,New York
6613,R_2ccqjMbxIPmLYAZ,"I do not want a lot of noise in neighborhood with bars, restaurants, etc.","I do not want a lot of noise in neighborhood with bars, restaurants, etc.",New York
6614,R_2rpRre47eoaiqRz,,,New York
6615,R_22KOKjTAcYfMnD5,It's y,It's why,New York
6616,R_1H7hGLqgY5h8QCk,Really good,Really good,New York
6617,R_1gzoOFrDTKawbU0,,,New York
6618,R_1mmcTLTBuY2vusS,Very good,Very good,New York
6619,R_1E5loeTp71nkYHm,Because this was meaningful ,Because this was meaningful ,New York
6620,R_2WSF0jvp362SAPQ,no,no,New York
6621,R_qIqmjIKozmL3kdz,It's of good quality ,It's of good quality ,New York
6622,R_3FOv4CTDxcxp4pt,It is my opinion,It is my opinion,New York
6623,R_3lSoaLkbheOKhDb,I will favor the proposals ,I will favor the proposals ,New York
6624,R_1pKzLoyNncs1sQq,It's is cool with me any time you can get it is it is cool and.,,New York
6625,R_2QnS1BrMkJgDr0v,Thanks again for your time and I look y the same time as e,,New York
6626,R_2fIgu5pkZarspp6,yes,yes,New York
6627,R_31YHAXSZ25Ak73L,Both are all lovely proposals,Both are all lovely proposals,New York
6628,R_2uZOw9ZggmiZmgQ,,,New York
6629,R_2bQxrUc2irbkeIU,,,New York
6630,R_27J7qWpv8Rx1HPf, Co hmm see hmmmmm I'm Dz,,New York
6631,R_277Q7I1snFNya6Z,Because in my opinion I was most likely to ones questions that other ,Because in my opinion I was most likely to one's questions that other ,New York
6632,R_3DoHMaZMlOltbT7,ok,ok,New York
6633,R_1lnLb0zCT5JXDKB,Proposals tend to change,Proposals tend to change,New York
6634,R_1Pc0msM6zo77lcs,It a good proposal and it favourable,It a good proposal and it favourable,New York
6635,R_1LRPtbU7i0JwKqp,I prefer less density,I prefer less density,New York
6636,R_D1QmUyCPJtJBspH,Depends on the rent cap and increment from it and other factors ,Depends on the rent cap and increment from it and other factors ,New York
6637,R_1Q5hKZccQkO9Rbv,very good,very good,New York
6638,R_2QJMj0K9RLtT5DR,JUST WOULD NEVER TAKE ONE WITHOUT RENT CONTROL BUT JUST GOT TO INCREASE LOW INCOME HOUSING IN NYC.  JUST TOO MANY PEOPLE AND NOT ENOUGH AFFORDABLE HOUSING AND REALLY REALLY REALLY SHOWS THE OVERALL QUESTION OF INCOME INEQUALITY ALL THROUGHOUT THIS DAMN COUNTRY THAT HAS TO BE SUBSTANTIVELY DEALT WITH BY BIDEN AND COMPANY!!,JUST WOULD NEVER TAKE ONE WITHOUT RENT CONTROL BUT JUST GOT TO INCREASE LOW INCOME HOUSING IN NYC.  JUST TOO MANY PEOPLE AND NOT ENOUGH AFFORDABLE HOUSING AND REALLY REALLY REALLY SHOWS THE OVERALL QUESTION OF INCOME INEQUALITY ALL THROUGHOUT THIS DAMN COUNTRY THAT HAS TO BE SUBSTANTIVELY DEALT WITH BY BIDEN AND COMPANY!!,New York
6639,R_2ditLA8r2pxal29,1 is more appealing ,1 is more appealing ,New York
6640,R_1InNUnvMaPgIitx,"I took the population increases into consideration, along with rent control.  Affordable housing is also very important.","I took the population increases into consideration, along with rent control.  Affordable housing is also very important.",New York
6641,R_12MCOWXvo9RH4S5,F,,New York
6642,R_RWEQhes6aWS7kYN,No,No,New York
6643,R_WqxgunNnNAUgtEd,The first thing that ,The first thing that ,New York
6644,R_3kIi6FqQ4ax2OrB,It sound a little better than the other one,It sound a little better than the other one,New York
6645,R_8uMvxKsJgPPpWNz,Not sure but I guess I like the features and some didn't fit for me ,Not sure but I guess I like the features and some didn't fit for me ,New York
6646,R_0If1Kcqvw8jmbWV,Those deciding proposals was good for our community and economy. ,Those deciding proposals were good for our community and economy. ,New York
6647,R_1238oTJDmYEDJSi,My favor is rents control and minimum rate pre year ,My favor is rent control and minimum rate per year ,New York
6648,R_BWbiy1dtw2HvTaN,Prefer the proposals that include zero emissions and mixed service buildings ,Prefer the proposals that include zero emissions and mixed service buildings ,New York
6649,R_sLvpajJZveeOWjv,Climate change ,Climate change ,New York
6650,R_2VqEWxEKbAbaj21,Not sure,Not sure,New York
6651,R_ZyllRWQW0CkmqOt,35,35,New York
6652,R_XoYESWIh137xMAN,2,2,New York
6653,R_8xkjz5O212rfVq9,cheaper,cheaper,New York
6654,R_31FW8cwSyrXmtaC,I believe an urban area shouldn't be too crowded ,I believe an urban area shouldn't be too crowded ,New York
6655,R_1CdpUwSZ0PZLu98,People come together as one when everyone has a say.  Isolating people from plans in their community most likely push then to relocate ,People come together as one when everyone has a say.  Isolating people from plans in their community most likely push then to relocate ,New York
6656,R_24wNSb1Gbmyz8R7,,,New York
6657,R_6hQQRx5btpy2pXj,very good ,very good ,New York
6658,R_2X1EMKlkF5OZJ5H,Feel its residents should be involved in making changes,Feel its residents should be involved in making changes,New York
6659,R_1MMXKp8cSX9kOEa,Good,Good,New York
6660,R_3RynanFtE3nn0oA,27,27,New York
6661,R_3dY77lFKXrDVupc,like,like,New York
6662,R_2sc1vxKGRWX4JA9,There were nice offers on proposal 2,There were nice offers on proposal 2,New York
6663,R_12sA7kdOCNfj9GD,Very good,Very good,New York
6664,R_2fkRWOqE02Rfe3V,A proposal thing is that it's grateful ,A proposal thing is that it's grateful ,New York
6665,R_3iPZ2sCorWJosCR,"To support the community, no rent will give people more hope especially those that don't have enough yet","To support the community, no rent will give people more hope especially those that don't have enough yet",New York
6666,R_2EhkSoQgqqefhyn,I am pro rent control,I am pro rent control,New York
6667,R_3s5jTg9UgaVgHGI,They are better,They are better,New York
6668,R_A7l34MEWpsTFhSN,I perfer proposals with the communities best interest in mind. Communities are nothing without its citizens.,I prefer proposals with the communities best interest in mind. Communities are nothing without their citizens.,New York
6669,R_3k6xz5C63kwdaEb,like,like,New York
6670,R_3fIEM4oluzNRiHi,It must be very beneficial to the residents,It must be very beneficial to the residents,New York
6671,R_9RMkvKWyTH0gOMF,Its good and perfect,It's good and perfect,New York
6672,R_43lhe3C6CUEK8jD,Zero emissions to satisfy climate change,Zero emissions to satisfy climate change,New York
6673,R_dm1RHUmLMVnLPCp,I'm not sure ,I'm not sure ,New York
6674,R_popI36srwAe6f6h,like,like,New York
6675,R_3Ny0PtEWkuI3cz0,,,New York
6676,R_egNvr18LS13qSdP,I decided to go in favor of Proposal 2 because its for the people,I decided to go in favor of Proposal 2 because it's for the people,New York
6677,R_2VL3dUuRBCxFBhw,I like everything in general,I like everything in general,New York
6678,R_3lraxuUdgghTR0f,It's very interesting and educational,It's very interesting and educational,New York
6679,R_3Hif6mVwVMVnfCi,Too much change,Too much change,New York
6680,R_3qHHvIMajyR6Q49,Nothing much ,Nothing much ,New York
6681,R_12G8HdoPKi09aGV,The proposals are very Good and great ,The proposals are very good and great ,New York
6682,R_1l6LAIOph5UrkxO,1,1,New York
6683,R_1NtCfbkodUNq7QI,I decided against certain proposals because certain scenarios are just not feasible for many reasons.,I decided against certain proposals because certain scenarios are just not feasible for many reasons.,New York
6684,R_1MYc2R3s7ULI9wZ,Good,Good,New York
6685,R_2tfeQR5onRDKj5p,I like,I like,New York
6686,R_1f1mEruNwRfHepe,It's okay ,It's okay ,New York
6687,R_24ddeexmUsk9hzG,I like that there will be more jobs and affordable housing for people who need it,I like that there will be more jobs and affordable housing for people who need it,New York
6688,R_1IGy6ZcjQNxQcsJ,Perfect,Perfect,New York
6689,R_3KHevjTA9S9djeW,very biggest concern,very biggest concern,New York
6690,R_3MKxjwvHI4WmsWK,Because it was so good,Because it was so good,New York
6691,R_22wYxxPBpnBXCDU,like,like,New York
6692,R_3emgrDN013RIPfP,Nothing in particular,Nothing in particular,New York
6693,R_2ro2NJR1GAy6Qf2,To many people,Too many people,New York
6694,R_5vB7P6sQHwijWpP,None at all ,None at all ,New York
6695,R_3PXp5aUxwDFnqZd,very good survey,,New York
6696,R_9BHiZzlEUjGGtW1,,,New York
6697,R_1ONOMvPZApesI1r,Because of the meanings and understandings of the proposals ,Because of the meanings and understandings of the proposals ,New York
6698,R_sG6Ivc4PF9rfCJr,"I supported less densified, rent controlled housing as opposed to more densified, uncapped rent housing.","I supported less densified, rent controlled housing as opposed to more densified, uncapped rent housing.",New York
6699,R_20ZHcn4XvYviYUj,It's good,It's good,New York
6700,R_6fAi62zncbGMxUt,Some proposals was not very convincing ,Some proposals was not very convincing ,New York
6701,R_QoCnxTtjeuMaolb,,,New York
6702,R_1Ej6d0eF3oTBlow,Idk,Idk,New York
6703,R_1ptmRKdxzpIdNdf,,,New York
6704,R_1SUGVAKkloAwpPP,,,New York
6705,R_xsaBmzZTWoRdptv,VERY GOOD QUALITY,VERY GOOD QUALITY,New York
6706,R_1QivmYshvpJbKeo,None,None,New York
6707,R_2SBHc0zxjXMCCQS,VCRs night fuck,,New York
6708,R_1jUNsc6qveUXaWO,I think climate is a huge factor and to increase rent is ridiculous ,I think climate is a huge factor and to increase rent is ridiculous ,New York
6709,R_2CNEPc1DAH4UxuG,"minimizing the density percentage increase, favor climate neutrality","minimizing the density percentage increase, favor climate neutrality",New York
6710,R_AvrBQNySQ6feBxv,The one I sent you was on the one with the one I sent you last,,New York
6711,R_1plpNMHQWpsLbHH,Changes are a part of life whether we like it or not,Changes are a part of life whether we like it or not,New York
6712,R_3q1287IHTR7prMt,,,New York
6713,R_1Pe0MhwkJp5D8QS,I agreed with some projects because some proposals seem easy to understand and implement ,I agreed with some projects because some proposals seem easy to understand and implement ,New York
6714,R_2PoG9iouwEPJRDx,I am for the people and what will best benefit us a a whole,I am for the people and what will best benefit us a a whole,New York
6715,R_C7I0awGUMXCYFjj,,,New York
6716,R_roweMgQCMQMVUMV,,,New York
6717,R_6gpcvsGrcrR68p3,Because most of them are not being forced on you.,Because most of them are not being forced on you.,New York
6718,R_1f2egkF60e51uNM,No affordable housing requirements ,No affordable housing requirements ,New York
6719,R_QaEGzSwlX9sG8Eh,I am definitely in favor of rent control,I am definitely in favor of rent control,New York
6720,R_1ovhMqb2XNDwkDr,no rent control was a no go.  as was 100 % percent population growth and no input from residents ,no rent control was a no go.  as was 100 % percent population growth and no input from residents ,New York
6721,R_bNKhIl3bNpyvw0F,Nothing ,Nothing ,New York
6722,R_a9pLMPLI0xyiPtL,I  normally prioritized the rent cap and the density and increase and climate goals,I normally prioritized the rent cap and the density and increase and climate goals,New York
6723,R_suHpaanayrzXP4R,Rent control is a must ,Rent control is a must ,New York
6724,R_3oZv1BzpMJSyL6O,I am for the proposals that allow some affordable housing options and a limit on how rent can go because it's very expensive to live in nyc and survive. I am also environmental friendly and believe the community should be involved in decision making process ,I am for the proposals that allow some affordable housing options and a limit on how rent can go because it's very expensive to live in NYC and survive. I am also environmental friendly and believe the community should be involved in decision making process ,New York
